-1.008607545084989081e-06,4.633781223797069776e-02,8.210551823192482890e-03
-2.679236272074803863e-03,1.177062820509987701e-01,-1.079946486615407514e-01
-7.068602551836558612e-02,-1.491128829713687376e-01,9.121350514109831387e-02
1.282287114435448072e-01,1.004854601893108712e-01,-8.607139581453050747e-02
-3.005363780436367486e-03,-1.520082843955172618e-02,1.946325955872463129e-05
3.054649953954865702e-02,6.412530089561677138e-02,1.813981401245227665e-01
-1.446608986865832447e-01,-4.894060288063507153e-02,-1.556834548688220687e-01
1.595241605227180502e-03,-1.120744469836154481e-03,7.896421607004097676e-02
-1.618908658516687582e-01,6.577612301575939957e-02,6.313377087221665185e-02
2.427355544389576125e-01,3.667769880713406955e-02,-1.604562994803101356e-02
-8.705741661959300048e-02,2.360659773395415786e-02,-1.690648200965206432e-02
-7.911046503476842906e-02,-4.827984819131591124e-04,-6.815540525704254904e-07
1.096619037412293746e-01,-2.265462804616623915e-01,-5.661525888136513529e-02
2.464194197171254708e-01,-2.447105209449867425e-01,-1.012023749312153664e-01
-1.877742946538690505e-01,-2.011988223435132728e-01,2.031548114456745713e-01
-1.138127116786233350e-01,1.461502277233543146e-01,-6.362405647372597339e-02
-4.904927873510223774e-02,2.372235193380027307e-01,2.138945520572577697e-01
4.696354199858762679e-02,1.315184362214891489e-01,-1.722095453395337539e-01
-1.945646401129658976e-01,-1.847578411845655910e-01,1.508674933353021941e-01
-1.967407299005059507e-01,-2.132979520228054371e-01,-1.358655724243411529e-02
5.886524284765132231e-02,-1.290142461812420205e-01,-2.259948960128804057e-03
-6.648283649856223665e-02,-2.097667101612387675e-01,-6.725036096083022996e-02
-6.366551074118184661e-02,9.447523676124792991e-02,-5.150847043343739773e-02
-2.845926629139929748e-02,5.137088728072237293e-02,-1.878297250506926752e-01
-7.056306093590945794e-02,1.055319433831341941e-01,2.183336376053655048e-01
2.423401809512868710e-01,-1.358444963000363104e-01,8.140381582639028002e-02
2.336747933367463725e-01,1.944573215611310191e-01,8.668599699261863396e-04
1.162591028927954379e-01,7.095294449921561719e-02,-9.686394547688209622e-02
5.770787350164623304e-03,4.877825047317913693e-02,-3.089235368028376942e-03
3.084495541524104323e-02,-6.266940654011653178e-02,-1.134042514313207267e-01
-2.704971755565632047e-02,8.293036660963332141e-02,1.353668204180992762e-01
-1.418388151628011962e-01,9.545607370666664426e-02,6.432867804898065311e-02
3.561526167997255410e-01,-2.384920741355427698e-01,7.602534046569718595e-02
1.560733881377755067e-02,1.337267120538535969e-04,-1.816742903100888179e-02
-5.483407569333048160e-08,3.490699825822693447e-02,6.198503618626496903e-02
4.905447423617826513e-02,-8.941165573430721880e-02,1.210952550500846436e-01
-2.463904351865099304e-02,-1.613840178415015120e-02,8.110686290587386382e-02
-2.154587678005900064e-01,-2.004713929502829894e-01,4.019591448339653039e-02
-5.157928768123851149e-02,2.227467062275348686e-01,1.928925807638519341e-01
-1.697043074411905828e-01,-5.965835057593203705e-02,-1.516979215954087357e-01
1.093605885384375809e-01,-9.609391785523764551e-02,-1.099770418179386589e-01
-1.370595314158198352e-01,-1.443423294384701405e-01,9.379100217886780777e-02
-9.165583921144650204e-02,1.169840429307049678e-01,-1.683762734503882752e-01
1.042869065533158918e-01,2.004218378217316188e-01,-7.227287209663427192e-02
-6.002974337393694911e-03,-7.955884776379147649e-02,-4.576633314289297802e-03
2.286774264269786916e-01,2.818367721705576298e-02,-1.454065609421869021e-01
-1.579218759424788343e-01,7.131083289389761326e-02,1.473241305597837170e-01
9.391235420296678571e-02,8.496279491376727833e-02,-6.288691597913829978e-02
-1.341227529921090733e-01,-1.530413692843805296e-01,5.966892200608574226e-02
4.810295001888377497e-02,1.592466126046726826e-01,1.769992971489073863e-01
1.616537783958154617e-01,4.703988086534107577e-02,-2.162255029480143059e-02
4.657141639876988953e-02,1.642221616091585346e-01,-1.212772708088807466e-01
4.958914996467917585e-02,-1.208549240945762382e-01,2.087021613931324959e-01
-1.307790562188409778e-01,-2.080431768417944152e-02,9.297434512331301248e-02
5.462430170268733204e-02,-1.843948352711888283e-01,-1.763679793293070341e-01
-1.397963344702006228e-01,-1.397993262980351536e-01,-2.443135074675622243e-01
3.300381006545908408e-02,-9.317589122470143481e-02,-6.388032663828607793e-02
-2.378871045022190600e-01,1.640290201406392478e-01,1.852117859725778415e-01
-1.230612629809014341e-02,-4.787944186970032046e-02,5.954027141621936331e-02
-4.088173754473739541e-02,9.180506747401227449e-03,1.441217253235994790e-04
1.460921012741174252e-01,1.885076985416730133e-01,6.375303096133332070e-02
1.622643947555581778e-01,2.912455393028876710e-02,1.455753501138255246e-01
8.625566377954264896e-02,-2.197114350323914970e-08,1.104832227222909795e-03
1.733100992857589950e-01,-2.357006351603447014e-01,-2.958878019007048915e-02
2.984937127838374615e-02,1.369085222392900369e-01,-1.309246407561148184e-01
-1.608893123724771113e-01,3.480184397275728689e-03,5.737755252754429131e-02
1.724927275201764976e-01,-2.179683457575604111e-01,9.573175586746963950e-02
7.867516513315835763e-03,-1.627664167095457803e-01,-4.101593523511316147e-02
-3.321036809035400605e-02,2.117680592855172156e-02,-9.426089854578467708e-02
-2.323364789976110067e-01,-1.276461277291564556e-01,2.009355414219675118e-01
1.303866465262481199e-02,8.118880590965642542e-06,7.516287471228408346e-02
-6.889359117308353764e-02,1.899044991180845465e-01,-1.766328315990814690e-01
4.935687115457446095e-02,4.466330728240099079e-02,-4.182360284533036629e-05
8.743919575326022237e-03,-7.943685614252263272e-02,-2.134508748952664847e-01
1.811154229443984465e-01,2.297014595893545272e-02,1.438252099669564410e-01
4.593017421360497121e-02,1.392771609253994070e-01,3.168416560642749180e-02
5.782837256103182111e-02,-1.453753482132782715e-01,-2.332016448373971651e-01
-1.471801768191079995e-01,2.110039026591664091e-01,-1.750705214149614330e-01
-3.789875433690117340e-02,-5.122521828946567657e-02,1.280415452980582973e-05
-1.942311635580500767e-02,-8.252910990943324032e-02,-1.974925600925990510e-02
1.178262242481060464e-02,-1.110804422725807889e-06,-9.717461552364746111e-03
-1.098245651030630224e-02,1.204241764891791217e-01,-1.325958052504072893e-01
2.405447445389047034e-01,-1.207740190412162351e-01,2.150859976428412812e-01
-1.905021293107293234e-01,-1.725874688555179004e-01,1.916813135462168138e-01
-1.182057064267590524e-01,2.104079368264756833e-01,7.759849355616386946e-02
-1.485788787576682035e-01,-2.530480252737142832e-01,-2.293903857095961618e-01
-8.444025519330082552e-02,1.536791859236504298e-01,-6.377137373084836025e-02
2.001664738376706110e-01,3.123287175681794745e-02,1.014302217317179788e-01
-1.079731798865452147e-01,2.072522200200742071e-01,-9.046021376052933161e-02
1.168836206222230618e-02,5.282195126320018280e-02,-1.930976546864612148e-02
-1.638656979334395317e-03,3.741618933363400484e-02,1.838055208044101288e-02
1.195403045730362712e-01,1.431637009605436772e-01,1.616453297542314871e-01
8.769017584464437395e-03,-5.742742811022774662e-05,-4.698971693186032909e-04
1.208004280993892066e-02,6.105649721603170765e-03,1.677567986618316020e-01
9.677678149831391019e-02,-1.022004150263135513e-01,1.029320845406135054e-01
-9.428149377204085579e-02,-1.199120564934209321e-01,-6.218964850475997702e-02
-6.257500243054080376e-03,-3.355867309251428510e-02,-8.624152992584978306e-02
-8.978368374288460060e-03,1.309289205118234131e-05,6.113424476762099749e-04
-5.789118367642142205e-05,-1.510841279568696585e-02,-1.325582954908184966e-02
1.044340234886185076e-01,1.778186620372962656e-01,9.078507933260560395e-03
